record_id_a,record_id_b,given_name_sim,surname_sim,address_sim,suburb_sim,date_of_birth_exact,state_exact,postcode_exact,hybrid_empi_score,ecm_probability,model_score,model_decision,decision_reason,given_name_a,surname_a,date_of_birth_a,address_a,suburb_a,state_a,postcode_a,sex_a,identifier_a,given_name_b,surname_b,date_of_birth_b,address_b,suburb_b,state_b,postcode_b,sex_b,identifier_b
rec-4605-org,rec-4605-dup-0,1.0,0.0,1.0,1.0,1,1,1,0.7094736842105263,0.9999999727616758,0.7821052563483136,Needs Human Review,Sent to review because score is within the uncertainty band.,georgia,lowe,19141110,7 chipperfield circuit eastern end,ryde,vic,3500,,1576434,georgia,,19141110,7 chipperfield circuit eastern end,ryde,vic,3500,,1576434
rec-4555-org,rec-4555-dup-0,1.0,0.0,1.0,1.0,1,1,1,0.7094736842105263,0.9999999727616758,0.7821052563483136,Needs Human Review,Sent to review because score is within the uncertainty band.,caleb,purbell,19490425,53 banksia street rosevillea,rye,act,4740,,8230410,caleb,,19490425,53 banksia street rosevillea,rye,act,4740,,8230410
rec-2633-org,rec-2633-dup-0,1.0,0.0,1.0,1.0,1,1,1,0.7094736842105263,0.9999999727616758,0.7821052563483136,Needs Human Review,Sent to review because score is within the uncertainty band.,alex,clarke,19720617,13 kirkland circuit bernleigh,sandy bay,sa,4655,,5932947,alex,wbeb,19720617,13 kirkland circuit bernleigh,sandy bay,sa,4655,,5932947
rec-3083-org,rec-3083-dup-0,0.44761904761904764,0.44761904761904764,0.9928571428571429,1.0,1,1,1,0.7094736842105265,0.9999985321217695,0.7821048961883372,Needs Human Review,Sent to review because score is within the uncertainty band.,darcy,hamblin,19141204,28 goldfinch circuit tarqua,geelong south,wa,2320,,7758955,herbert,darcy,19141204,28 goldfinch circuit tarq ua,geelong south,wa,2320,,7758955
rec-2531-org,rec-2531-dup-0,0.4444444444444444,0.4444444444444444,1.0,1.0,1,1,1,0.7094736842105263,0.9999985321217695,0.782104896188337,Needs Human Review,Sent to review because score is within the uncertainty band.,isabel,nguyen,19860530,8 mccawley street jarkhellms,campbelltown,vic,2122,,3659521,nguyen,isavel,19860530,8 mccawley street jarkhellms,campbelltown,vic,2122,,3659521
rec-625-org,rec-625-dup-0,0.5777777777777778,0.4365079365079365,0.8729560860595345,1.0,1,1,1,0.7088621110690076,0.9999985321217695,0.7816462163321981,Needs Human Review,Sent to review because score is within the uncertainty band.,jakob,pagoda,19371008,43 garling street clear creek,bundaberg,nsw,4300,,1115720,pagoda,tiffany,19371008,43 pitcairn street clear creek,bundaberg,nsw,4300,,1115720
rec-2016-org,rec-2016-dup-0,0.6333333333333333,0.6,1.0,1.0,1,1,0,0.7087719298245614,0.9999603540304169,0.7815690358760252,Needs Human Review,Sent to review because score is within the uncertainty band.,leon,mason,19541005,545 hawkesbury crescent doubtful ck,ballina,qld,3137,,1583941,mason,leo n,19541005,545 hawkesbury crescent doubtful ck,ballina,qld,3138,,1583491
rec-4556-org,rec-4556-dup-0,1.0,0.0,0.9953488372093023,1.0,1,1,1,0.7086903304773562,0.9999999727616758,0.7815177410484361,Needs Human Review,Sent to review because score is within the uncertainty band.,simon,,19590525,151 waddell place northwest medical centre,palmerston,nsw,2913,,5350801,simon,,19590525,151 waddell place northwest mediical centre,palmerston,nsw,2913,,5350801
rec-1535-org,rec-1535-dup-0,1.0,1.0,0.9941176470588236,1.0,0,1,1,0.7084829721362229,0.9999999807131001,0.7813622242804421,Needs Human Review,Sent to review because score is within the uncertainty band.,madeline,grubb,19250427,23 stonehaven crescent plain view,macmasters beach,vic,3149,,6770252,madeline,grubb,19250127,23 stonehaven crescent plainh view,macmasters beach,vic,3149,,6770252
rec-1441-org,rec-1441-dup-0,1.0,1.0,0.9941176470588236,1.0,0,1,1,0.7084829721362229,0.9999999807131001,0.7813622242804421,Needs Human Review,Sent to review because score is within the uncertainty band.,harry,blake,19521004,36 cowlishaw street sommerset park,kahibah,qld,3073,,2348791,harry,blake,19400401,36 cowlishaw street sommerse tpark,kahibah,qld,3073,,2348791
rec-4039-org,rec-4039-dup-0,1.0,1.0,0.993939393939394,1.0,0,1,1,0.7084529505582138,0.9999999807131001,0.7813397080969353,Needs Human Review,Sent to review because score is within the uncertainty band.,talissa,macgowan,19481101,31 fairfax street rosetta village,mitcham,qld,5290,,7084722,talissa,macgowan,19230318,31 fairfax street rosettavillage,mitcham,qld,5290,,7084722
rec-4050-org,rec-4050-dup-0,1.0,1.0,0.9938775510204083,1.0,0,1,1,0.7084425349087005,0.9999999807131001,0.7813318963598004,Needs Human Review,Sent to review because score is within the uncertainty band.,jamie,hashemizadeh,19231030,17 julia flynn avenue st johns retirement village,gorokan,vic,4205,,4092093,jamie,hashemizadeh,19851030,1 julia flynn avenue st johns retirement village,gorokan,vic,4205,,4092093
rec-535-org,rec-535-dup-0,1.0,1.0,1.0,0.9874999999999999,0,1,1,0.7084210526315788,0.9999999807131001,0.7813157846519592,Needs Human Review,Sent to review because score is within the uncertainty band.,lauren,white,,53 collings street wollumbi,pacific paradise,nsw,3041,,9250255,lauren,white,19020813,53 collings street wollumbi,pacificparadise,nsw,3041,,9250255
rec-3705-org,rec-3705-dup-0,1.0,0.0,0.99375,1.0,1,1,1,0.7084210526315791,0.9999999727616758,0.7813157826641033,Needs Human Review,Sent to review because score is within the uncertainty band.,grace,bastiaans,19930330,201 karrugang circuit milbrodale,eldorado,nsw,2835,,8575092,grace,gully,19930330,201 karrugangc ircuit milbrodale,eldorado,nsw,2835,,8575092
rec-4599-org,rec-4599-dup-0,1.0,0.0,1.0,0.9874999999999999,1,1,1,0.7084210526315788,0.9999999727616758,0.7813157826641032,Needs Human Review,Sent to review because score is within the uncertainty band.,james,,19250703,12 mewton place ellwood,st georges basin,vic,3073,,5362406,james,,19250703,12 mewton place ellwood,st george sbasin,vic,3073,,5362406
rec-876-org,rec-876-dup-0,0.44166666666666665,0.44166666666666665,1.0,1.0,1,1,1,0.7084210526315791,0.9999985321217695,0.7813154225041267,Needs Human Review,Sent to review because score is within the uncertainty band.,benjamin,sokic,19001207,21 must circuit,sunshine,vic,2153,,2513200,sokic,benjamin,19001207,21 must circuit,sunshine,vic,2153,,2513200
rec-445-org,rec-445-dup-0,0.44166666666666665,0.44166666666666665,1.0,1.0,1,1,1,0.7084210526315791,0.9999985321217695,0.7813154225041267,Needs Human Review,Sent to review because score is within the uncertainty band.,jaxin,mccarthy,19640914,46 dalyell street wiringa,marsden,nsw,3142,,9531739,mccarthy,jaxin,19640914,46 dalyell street wiringa,marsden,nsw,3142,,9531739
rec-4671-org,rec-4671-dup-0,1.0,1.0,0.9935483870967742,1.0,0,1,1,0.7083870967741936,0.9999999807131001,0.7812903177589203,Needs Human Review,Sent to review because score is within the uncertainty band.,andrew,large,19800804,29 swainsona street buena vista,bicton,qld,6022,,9892920,andrew,large,,29 swainsonas treet buena vista,bicton,qld,6022,,9892920
rec-2584-org,rec-2584-dup-0,0.44761904761904764,0.44761904761904764,0.9862068965517242,1.0,1,1,1,0.7083536427275086,0.9999985321217695,0.7812648650760738,Needs Human Review,Sent to review because score is within the uncertainty band.,juliana,dingo,19120203,2 lance hill avenue rosemount,whitfield,qld,4207,,3093917,dingo,juliana,19120203,2 lance hill avenue rosrmount,whitfield,qld,4207,,3093917
rec-1401-org,rec-1401-dup-0,0.44761904761904764,0.4365079365079365,1.0,1.0,1,1,1,0.7083375104427736,0.9999985321217695,0.7812527658625226,Needs Human Review,Sent to review because score is within the uncertainty band.,dylan,compton,19600602,40 neville place eagle crest,st albans,wa,6285,,3323170,compton,dylaen,19600602,40 neville place eagle crest,st albans,wa,6285,,3323170
rec-1630-org,rec-1630-dup-0,1.0,1.0,0.993103448275862,1.0,0,1,1,0.7083121597096189,0.9999999807131001,0.7812341149604891,Needs Human Review,Sent to review because score is within the uncertainty band.,amber,manson,19890213,370 barada crescent wiltshire,hawks nest,nsw,6070,,9785319,amber,manson,19899213,370 barada crescent wiltshier,hawks nest,nsw,6070,,9785319
rec-4855-org,rec-4855-dup-0,1.0,1.0,0.993103448275862,1.0,0,1,1,0.7083121597096189,0.9999999807131001,0.7812341149604891,Needs Human Review,Sent to review because score is within the uncertainty band.,mystique,linedale,19160905,8 finniss crescent kodootonga,nhill,vic,2795,,3629782,mystique,linedale,19160095,8 finniss crescent kodoootnga,nhill,vic,2795,,3629782
rec-3981-org,rec-3981-dup-0,1.0,1.0,0.9928571428571429,1.0,0,1,1,0.7082706766917293,0.9999999807131001,0.781203002697072,Needs Human Review,Sent to review because score is within the uncertainty band.,john,tuke,19290912,moore street cuthberts court,castlemaine,qld,4558,,4216956,john,tuke,19570904,moore street cuthbertscourt,castlemaine,qld,4558,,4216956
rec-1197-org,rec-1197-dup-0,1.0,1.0,0.9928571428571429,1.0,0,1,1,0.7082706766917293,0.9999999807131001,0.781203002697072,Needs Human Review,Sent to review because score is within the uncertainty band.,deakin,peachey,19690824,16 officer crescent tesbury,nollamara,tas,2144,,8507376,deakin,peachey,,16 officer crescent tes bury,nollamara,tas,2144,,3378938
rec-4355-org,rec-4355-dup-0,1.0,1.0,0.9928571428571429,1.0,0,1,1,0.7082706766917293,0.9999999807131001,0.781203002697072,Needs Human Review,Sent to review because score is within the uncertainty band.,michael,fullwood,19060113,8 dixon drive tewantin plaza,wanneroo,qld,2831,,9672570,michael,fullwood,19670523,8 dixon drive tewanti nplaza,wanneroo,qld,2831,,9672570
rec-3358-org,rec-3358-dup-0,1.0,0.0,0.9925925925925926,1.0,1,1,1,0.7082261208576999,0.9999999727616758,0.781169583833694,Needs Human Review,Sent to review because score is within the uncertainty band.,cooper,hyland,19621205,34 namadgi circuit ferndale,newcastle,nsw,2566,,8131556,cooper,webb,19621205,34 namadgi circuit fernale,newcastle,nsw,2566,,8131556
rec-1723-org,rec-1723-dup-0,1.0,0.0,0.9925925925925926,1.0,1,1,1,0.7082261208576999,0.9999999727616758,0.781169583833694,Needs Human Review,Sent to review because score is within the uncertainty band.,connor,karvelas,19311120,ballow crescent gold ridge,irymple,vic,5357,,9256286,connor,,19311120,ballow crescent gold rvidge,irymple,vic,5357,,9256286
rec-3123-org,rec-3123-dup-0,1.0,1.0,1.0,0.9846153846153847,0,1,1,0.7081781376518219,0.9999999807131001,0.7811335984171415,Needs Human Review,Sent to review because score is within the uncertainty band.,jackson,carbone,19180312,133 mileham street,carranballac,qld,3139,,6993200,jackson,carbone,,133 mileham street,carraqnballac,qld,3139,,6993200
rec-959-org,rec-959-dup-0,1.0,0.0,1.0,0.9846153846153847,1,1,1,0.7081781376518219,0.9999999727616758,0.7811335964292855,Needs Human Review,Sent to review because score is within the uncertainty band.,zac,hand,19970725,18 kambalda crescent mckinnon glen,east maitland,sa,4500,,2709860,zac,,19970725,18 kambalda crescent mckinnon glen,east mailand,sa,4500,,2709860
rec-906-org,rec-906-dup-0,1.0,0.0,0.9923076923076923,1.0,1,1,1,0.7081781376518219,0.9999999727616758,0.7811335964292855,Needs Human Review,Sent to review because score is within the uncertainty band.,anthea,,19611202,1 priestley place old farm,ingleburn,qld,3220,,5884746,anthea,,19611202,1 priestley place old afrm,ingleburn,qld,3220,,5884746
rec-1228-org,rec-1228-dup-0,1.0,1.0,0.992,1.0,0,1,1,0.7081263157894737,0.9999999807131001,0.7810947320203803,Needs Human Review,Sent to review because score is within the uncertainty band.,liam,maclennan,19170908,6 wrixon street glenmore,highett,vic,5125,,3268350,liam,maclennan,19411104,6 wrixon street glenmo re,highett,vic,5125,,3268350
rec-453-org,rec-453-dup-0,1.0,1.0,0.9916666666666667,1.0,0,1,1,0.7080701754385965,0.9999999807131001,0.7810526267572224,Needs Human Review,Sent to review because score is within the uncertainty band.,edward,denholm,19660306,10 corin place gold tyne,clayfield,vic,4221,,7119771,edward,denholm,19130629,10 corin place goldt yne,clayfield,vic,4221,,7119771
rec-2419-org,rec-2419-dup-0,0.446031746031746,0.43650793650793646,1.0,1.0,1,1,1,0.7080701754385965,0.9999985321217695,0.7810522646093898,Needs Human Review,Sent to review because score is within the uncertainty band.,bethany,van der klaauw,19880416,10 horne place,granville,vic,2350,,1515136,hawke fitzhardy,bethany,19880416,10 horne place,granville,vic,2350,,1515136
rec-734-org,rec-734-dup-0,1.0,1.0,0.9913043478260869,1.0,0,1,1,0.7080091533180779,0.9999999807131001,0.7810068601668334,Needs Human Review,Sent to review because score is within the uncertainty band.,scott,hoggan,19781105,6 zox circuit strageath,northmead,qld,5031,,2063442,scott,hoggan,19091119,6 zox circuit straegath,northmead,qld,5031,,2063442
rec-4662-org,rec-4662-dup-0,1.0,0.0,0.9913043478260869,1.0,1,1,1,0.7080091533180779,0.9999999727616758,0.7810068581789774,Needs Human Review,Sent to review because score is within the uncertainty band.,james,jolly,19081030,fihelly street leumeah,woodville north,vic,2155,,5908468,james,,19081030,fihelly street leumezah,woodville north,vic,2155,,5908468
rec-1971-org,rec-1971-dup-0,0.45555555555555555,0.45555555555555555,0.9659698025551684,1.0,1,1,1,0.7079528088513969,0.9999985321217695,0.78096423966899,Needs Human Review,Sent to review because score is within the uncertainty band.,amelia,green,19160824,60 beasley street silver sand caravan park,charlestown,vic,3199,,4340002,gredn,amelia,19160824,60 beasley street silversand caravan park,charlestown,vic,3199,,4340002
rec-2422-org,rec-2422-dup-0,1.0,1.0,0.9904761904761905,1.0,0,1,1,0.7078696741854638,0.9999999807131001,0.7809022508173729,Needs Human Review,Sent to review because score is within the uncertainty band.,keziah,thind,19561112,111 tate street unt 1,kincumber,nsw,5043,,5822993,keziah,thind,19231013,111 tate street un 1,kincumber,nsw,5043,,5822993
rec-770-org,rec-770-dup-0,1.0,0.0,0.9904761904761905,1.0,1,1,1,0.7078696741854638,0.9999999727616758,0.7809022488295169,Needs Human Review,Sent to review because score is within the uncertainty band.,samara,,19170725,2 lewis luxton avenue,pooraka,act,2778,,9740765,samara,,19170725,2 lewis luxto navenue,pooraka,act,2778,,9740765
rec-3403-org,rec-3403-dup-0,1.0,1.0,0.9903600464576074,1.0,0,1,1,0.7078501130875972,0.9999999807131001,0.780887579993973,Needs Human Review,Sent to review because score is within the uncertainty band.,kyle,butt,19650102,7 beaurepaire crescent brightwater villas,bunbury,nsw,4750,,8272544,kyle,butt,,7 beaurepaire crescent brightwat er villas,bunbury,nsw,4750,,8272544
rec-623-org,rec-623-dup-0,1.0,1.0,1.0,0.98,0,1,1,0.7077894736842105,0.9999999807131001,0.780842100441433,Needs Human Review,Sent to review because score is within the uncertainty band.,jacqueline,ferris,19250708,107 kriewaldt circuit dunmoven,mirrabooka,vic,3195,,6320610,jacqueline,ferris,19251030,107 kriewaldt circuit dunmoven,mirraooka,vic,3195,,7808140
rec-395-org,rec-395-dup-0,1.0,1.0,1.0,0.98,0,1,1,0.7077894736842105,0.9999999807131001,0.780842100441433,Needs Human Review,Sent to review because score is within the uncertainty band.,casey,white,19481024,27 dolling crescent sundowner centre,springwood,wa,2444,,8939482,casey,white,,27 dolling crescent sundowner centre,sprinwgood,wa,2444,,8939482
rec-233-org,rec-233-dup-0,1.0,0.0,0.989247311827957,1.0,1,1,1,0.7076627051499718,0.9999999727616758,0.7807470220528978,Needs Human Review,Sent to review because score is within the uncertainty band.,kirra,bahnisch,19781119,74 seaborn place pleasant acres,arundel,nsw,3073,,3690427,kirra,,19781119,47 seaborn place pleasant acres,arundel,nsw,3073,,3690427
rec-3276-org,rec-3276-dup-0,1.0,1.0,0.9885057471264368,1.0,0,1,1,0.7075378100423473,0.9999999807131001,0.7806533527100354,Needs Human Review,Sent to review because score is within the uncertainty band.,joseph,wynne,19020302,62 matina street lucky corner,kirra,nsw,7054,,6433640,joseph,wynne,19491211,26 matina street lucky corner,kirra,nsw,7054,,6433640
rec-141-org,rec-141-dup-0,1.0,1.0,0.9878787878787879,1.0,0,1,1,0.7074322169059011,0.9999999807131001,0.7805741578577008,Needs Human Review,Sent to review because score is within the uncertainty band.,peta,callister,19700110,16 baracchi crescent jaholma park,moranbah,qld,2117,,4177367,peta,callister,19871125,16 baracchi crescent jaholmazpark,moranbah,qld,2117,,4177367
rec-4949-org,rec-4949-dup-0,1.0,1.0,0.9878787878787879,1.0,0,1,1,0.7074322169059011,0.9999999807131001,0.7805741578577008,Needs Human Review,Sent to review because score is within the uncertainty band.,brianna,blackwell,19440515,20 john russell circuit yarrandoo,cremorne,nsw,3192,,6543804,brianna,blackwell,19430515,20 john russdll circuit yarrandoo,cremorne,nsw,3192,,6543804
rec-671-org,rec-671-dup-0,1.0,1.0,0.9876893939393939,1.0,0,1,1,0.7074003189792664,0.9999999807131001,0.7805502344127249,Needs Human Review,Sent to review because score is within the uncertainty band.,corey,godfrey,19720408,74 sturt avenue cox court hostel,rapid creek,wa,3976,,7156463,corey,godfrey,19880613,74 sturt avenue cox cour t hostel,rapid creek,wa,3976,,7156436
rec-3283-org,rec-3283-dup-0,1.0,1.0,1.0,0.975,0,1,1,0.7073684210526314,0.9999999807131001,0.7805263109677485,Needs Human Review,Sent to review because score is within the uncertainty band.,gregory,bujtas,19581002,badimara street tourist park,killara,nsw,4285,,6763771,gregory,bujtas,19811017,badimara street tourist park,killaora,nsw,4285,,6763771
rec-463-org,rec-463-dup-0,1.0,1.0,1.0,0.975,0,1,1,0.7073684210526314,0.9999999807131001,0.7805263109677485,Needs Human Review,Sent to review because score is within the uncertainty band.,molly,slape,19370706,23 currie crescent dickson family practice,glenwood,wa,2777,,6905342,molly,slape,19530127,23 currie crescent dickson family practice,glenwod,wa,2777,,6905342
rec-4856-org,rec-4856-dup-0,1.0,1.0,1.0,0.975,0,1,1,0.7073684210526314,0.9999999807131001,0.7805263109677485,Needs Human Review,Sent to review because score is within the uncertainty band.,jack,wang,19790913,elliott street stoney creek,norwood,nsw,2147,,5004938,jack,wang,19970913,elliott street stoney creek,norw ood,nsw,2147,,5004938
rec-393-org,rec-393-dup-0,1.0,0.0,0.9875,1.0,1,1,1,0.7073684210526316,0.9999999727616758,0.7805263089798927,Needs Human Review,Sent to review because score is within the uncertainty band.,alexander,,19620324,41 fink crescent rubicon,orange,nsw,3041,,7933489,alexander,,19620324,4 fink crescent rubicon,orange,nsw,3041,,7933489
rec-3237-org,rec-3237-dup-0,1.0,0.0,0.9874999999999999,1.0,1,1,1,0.7073684210526316,0.9999999727616758,0.7805263089798927,Needs Human Review,Sent to review because score is within the uncertainty band.,adam,boeyen,19440418,200 belconnen way dolphin arcade,underdale,nsw,3188,,1726023,adam,,19440418,200 belconnen way dolphin amcade,underdale,nsw,3188,,1726023
rec-3496-org,rec-3496-dup-0,1.0,0.0,1.0,0.975,1,1,1,0.7073684210526314,0.9999999727616758,0.7805263089798925,Needs Human Review,Sent to review because score is within the uncertainty band.,elijah,green,19910131,76 lane poole place rosetta village,malvern,vic,3337,,7588197,elijah,,19910131,76 lane poole place rosetta village,malvkern,vic,3337,,7588197
rec-70-org,rec-70-dup-0,0.45555555555555555,0.45555555555555555,0.9625,1.0,1,1,1,0.7073684210526316,0.9999985321217695,0.7805259488199161,Needs Human Review,Sent to review because score is within the uncertainty band.,andrew,boyle,19400722,17 curtain place,picton,qld,3184,,1618417,boyle,andrew,19400722,1 curtain p lace,picton,qld,3184,,1618417
rec-1643-org,rec-1643-dup-0,1.0,1.0,1.0,0.9741666666666667,0,1,1,0.7072982456140351,0.9999999807131001,0.7804736793888014,Needs Human Review,Sent to review because score is within the uncertainty band.,georgia,kouba,19840526,1 gay place new chum,east launceston,nsw,4169,,8748935,georgia,kouba,19830526,1 gay place new chum,east lan uceston,nsw,4169,,8748935
rec-1065-org,rec-1065-dup-0,1.0,1.0,0.9868817204301076,1.0,0,1,1,0.7072642897566497,0.9999999807131001,0.7804482124957624,Needs Human Review,Sent to review because score is within the uncertainty band.,zachary,jevons,19010908,79 pankhurst crescent old farm,oyster bay,nsw,4123,,9596699,zachary,jevons,19020103,79 pankhurst crescent old a frm,oyster bay,nsw,4123,,9596699
rec-540-org,rec-540-dup-0,1.0,1.0,0.9866666666666667,1.0,0,1,1,0.7072280701754385,0.9999999807131001,0.7804210478098539,Needs Human Review,Sent to review because score is within the uncertainty band.,mitchell,shepherd,19620819,341 rich street,balhannah,nsw,2077,,8291804,mitchell,shepherd,19500430,341 richstreet,balhannah,nsw,2077,,8291804
rec-1687-org,rec-1687-dup-0,1.0,1.0,0.9862068965517242,1.0,0,1,1,0.7071506352087114,0.9999999807131001,0.7803629715848086,Needs Human Review,Sent to review because score is within the uncertainty band.,jaiden,ferris,19571024,2 pandanus street merri banks,coffs harbour,vic,4067,,1900307,jaiden,ferris,19571204,2 pandanus street merri bjaks,coffs harbour,vic,4067,,1859065
rec-699-org,rec-699-dup-0,1.0,0.0,0.9862068965517241,1.0,1,1,1,0.7071506352087114,0.9999999727616758,0.7803629695969525,Needs Human Review,Sent to review because score is within the uncertainty band.,felicity,english obst,19421105,15 abercrombie circuit bega,neville,nsw,6726,,2382886,felicity,,19421105,15 abercrombie circuit beg oa,neville,nsw,6726,,2382886
rec-3689-org,rec-3689-dup-0,0.5396825396825397,0.5396825396825397,1.0,0.576984126984127,1,1,1,0.7099415204678363,0.9912560423353705,0.7802701509347199,Needs Human Review,Sent to review because score is within the uncertainty band.,shantal,hewson,19140410,28 jardine street,salter point,qld,2750,,4042276,hewson,shantal,19140410,28 jardine street,vermont,qld,2750,,4042276
rec-3712-org,rec-3712-dup-0,1.0,1.0,0.9854497354497355,1.0,0,1,1,0.7070231133389029,0.9999999807131001,0.7802673301824521,Needs Human Review,Sent to review because score is within the uncertainty band.,heath,everett,19430804,7 hurry place reinfrew park,belmont,qld,2447,,7474300,heath,everett,19430834,7 hurry place reinfr ew park,belmont,qld,2447,,7474300
rec-4268-org,rec-4268-dup-0,0.44166666666666665,0.44166666666666665,0.9916666666666667,1.0,1,1,1,0.7070175438596491,0.9999985321217695,0.7802627909251791,Needs Human Review,Sent to review because score is within the uncertainty band.,riley,campbell,19090824,12 mulleun close channel,oakey,qld,2615,,2750463,campbell,riley,19090824,12 mulleun close chanenl,oakey,qld,2615,,2750463
rec-3165-org,rec-3165-dup-0,1.0,0.0,0.9851851851851852,1.0,1,1,1,0.7069785575048733,0.9999999727616758,0.7802339113190739,Needs Human Review,Sent to review because score is within the uncertainty band.,shakira,,19241014,89 ainslie avenue wandana,pymble,qld,3631,,1774551,shakira,ryan,19241014,89 ainslie avjenue wanda na,pymble,qld,3631,,1774551
rec-2822-org,rec-2822-dup-0,1.0,0.0,0.9851851851851852,1.0,1,1,1,0.7069785575048733,0.9999999727616758,0.7802339113190739,Needs Human Review,Sent to review because score is within the uncertainty band.,alexander,dixon,19760418,115 gaby place albion grove,springfield,nsw,2902,,5411978,alexander,webb,19760418,115 gaby place albioj grove,springfield,nsw,2902,,5411978
rec-1952-org,rec-1952-dup-0,1.0,0.0,1.0,0.9692307692307692,1,1,1,0.7068825910931174,0.9999999727616758,0.780161936510257,Needs Human Review,Sent to review because score is within the uncertainty band.,livia,swetnam,19790329,73 stapylton street kanjara,roxburgh park,qld,2212,,8689632,livia,,19790329,73 stapylton street kanjara,roxburgy park,qld,2212,,8689632
rec-4073-org,rec-4073-dup-0,1.0,1.0,0.984,1.0,0,1,1,0.706778947368421,0.9999999807131001,0.7800842057045907,Needs Human Review,Sent to review because score is within the uncertainty band.,arabella,hallmaier,19330228,147 knoke avenue glenview,st kilda,wa,4017,,7879377,arabella,hallmaier,19940308,147 knoke avenue glenviuw,st kilda,wa,4017,,7879377
rec-4287-org,rec-4287-dup-0,0.44166666666666665,0.44166666666666665,1.0,0.98,1,1,1,0.7067368421052631,0.9999985321217695,0.7800522646093897,Needs Human Review,Sent to review because score is within the uncertainty band.,keely,szymczak,19711125,17 kosciusko avenue trevena,kings park,vic,2137,,2525516,szymczak,keely,19711125,17 kosciusko avenue trevena,kingspark,vic,2137,,2525516
rec-333-org,rec-333-dup-0,1.0,1.0,0.9833333333333334,1.0,0,1,1,0.7066666666666668,0.9999999807131001,0.779999995178275,Needs Human Review,Sent to review because score is within the uncertainty band.,joshua,akot,19010703,8 edmunds place villa 18,dapto,vic,6071,,3188786,joshua,akot,,8 edmunds place villal18,dapto,vic,6071,,3188786
rec-4908-org,rec-4908-dup-0,1.0,1.0,1.0,0.9666666666666667,0,1,1,0.7066666666666666,0.9999999807131001,0.779999995178275,Needs Human Review,Sent to review because score is within the uncertainty band.,hannah,miles,19100504,1 majura avenue locn 2916,kialla,qld,2617,,1629688,hannah,miles,19930602,1 majura avenue locn 2916,kiall,qld,2617,,1629688
rec-746-org,rec-746-dup-0,0.45555555555555555,0.4666666666666666,0.9436507936507937,1.0,1,1,1,0.7065329991645781,0.9999985321217695,0.779899382403876,Needs Human Review,Sent to review because score is within the uncertainty band.,sophie,dakin,19760414,11 correa street upstairs flat,beachlands,sa,5241,,2342666,dakin,sophi,19760414,50 correa street upstaisr flat,beachlands,sa,5241,,2342666
rec-1012-org,rec-1012-dup-0,1.0,1.0,0.995,0.975,0,1,1,0.7065263157894737,0.9999999807131001,0.7798947320203802,Needs Human Review,Sent to review because score is within the uncertainty band.,dean,eyles,19491206,18 busby street wallsend delivery centre,highton,vic,2450,,3878109,dean,eyles,,18 busby street wallsend deliery centre,hightxon,vic,2450,,3878109
rec-760-org,rec-760-dup-0,0.4365079365079365,0.4365079365079365,1.0,1.0,1,1,1,0.7064661654135338,0.9999985321217695,0.7798492570905927,Needs Human Review,Sent to review because score is within the uncertainty band.,lachlan,nguyen,19660926,70 bushby close locheil,wilson,nsw,5046,,4360586,nguyen,lachlan,19660926,70 bushby close locheil,wilson,nsw,5046,,4360586
rec-3581-org,rec-3581-dup-0,0.45555555555555555,0.45555555555555555,0.9560846560846561,1.0,1,1,1,0.7062879420774157,0.9999985321217695,0.7797155895885042,Needs Human Review,Sent to review because score is within the uncertainty band.,ethan,hoover,19920703,151 monaro crescent tiverton,yarra junction,nsw,2219,,8513913,hoover,ethan,19920703,151 monaro vrescent tiverton,yarra junction,nsw,2219,,8513913
rec-165-org,rec-165-dup-0,1.0,1.0,0.9928571428571429,0.975,0,1,1,0.7061654135338344,0.9999999807131001,0.7796240553286509,Needs Human Review,Sent to review because score is within the uncertainty band.,ryan,allsopp,19920806,25 warramoo crescent shiloah,atherton,qld,3796,,5369163,ryan,allsopp,,25 warramoo crescent shiloha,athetron,qld,3796,,5369163
rec-3920-org,rec-3920-dup-0,0.98,1.0,1.0,1.0,0,1,1,0.7061052631578948,0.9999999807131001,0.7795789425466961,Needs Human Review,Sent to review because score is within the uncertainty band.,jacqueline,pride,19830708,9 william webb drive bell place cnr bell r road,richardson,nsw,4065,,4570880,jacqueine,pride,,9 william webb drive bell place cnr bell r road,richardson,nsw,4065,,4570880
rec-4600-org,rec-4600-dup-0,1.0,0.0,0.98,1.0,1,1,1,0.7061052631578948,0.9999999727616758,0.7795789405588401,Needs Human Review,Sent to review because score is within the uncertainty band.,sylvie,morcom,19580901,33 nomore,armidale,sa,4551,,8709612,sylvie,white,19580901,33 nomorea,armidale,sa,4551,,8709612
rec-45-org,rec-45-dup-0,1.0,1.0,0.9797701149425287,1.0,0,1,1,0.7060665456745312,0.9999999807131001,0.7795499044341734,Needs Human Review,Sent to review because score is within the uncertainty band.,adam,coleman,19491108,14 ewart street camrai village,springfield,nsw,2795,,6543835,adam,coleman,19491208,14 ewart sdreet camrai village,springfield,nsw,2795,,6543835
rec-2344-org,rec-2344-dup-0,1.0,1.0,0.9795402298850574,1.0,0,1,1,0.7060278281911676,0.9999999807131001,0.7795208663216506,Needs Human Review,Sent to review because score is within the uncertainty band.,rhett,boxer,19330608,19 langlands close rowethorpe,mont albert,qld,5353,,7303507,rhett,boxer,19150512,19 langlands close roweetohrpe,mont albert,qld,5353,,7303507
